RD_ID,RD_MESSAGE,RD_SCORE,RD_VISIT_DATE
3147896,"Karon lies between kata beach and patong beach.Its is a long beach, with soft sand, clear waters, and enough stalls for eating in drinking.Its not too filled with activities like patong, nor too quite like kata and kata noi.Its a family friendly area.Its a long beach so u can always find a secluded place to relax or swim.A nice beach to visit in phuket",4, November 2018
3147901,We actually loved this beach in comparison to Patong as it was with nicer crowds and fewer people. Worth staying here,5, October 2018
3147902,"Beautiful, soft, sandy beach, large enough to share with the public, no sunbeds allowed but take a towel or mat.",5, January 2018
3147903,"We have been travelling and holidaying in Thailand for 15yrs and our first time to Karon beach for a stay. Now we split our stays, half at Karon and half else where, great spot",4, June 2018
3147904,Karon beach is a nice and clean beach like most in Phuket. Accessibility is good and there is a wide variety of food and drink available at both street vendors and a group of restaurants close by. This is an excellent family beach with many families enjoying themselves on our visit. There are plenty of shallow areas for younger kids to play in and lifeguards are on duty most of the time. As with most beaches on this side of Phuket the water can be treacherous at certain times of the year so please heed all warnings.,4, December 2018
3147907,"Karon beach is clear sea, soft golden sand beautiful beach. Usual activities available. Food, and drinks all available",5, November 2018
3147908,Karon beach is very touristy but not in a bad way and certainly more family friendly than neighbouring Patong. The beach itself has lots of sunbeds and umbrellas as well as some quieter stretches.You are never far away from a cold drink or something to eat as across the road from the beach there are shops and restaurants galore.,4, December 2018
3147910,"Karon is one of the long beaches, maybe the longest in Phuket. It is not so crowded or popular like Patong but not so silent like Kata Beach area. Just in between. There are many nice hotels around, many good restaurants and cafes as well. People are swimming, para sailing, kite surfing and walking along the beach inviting you to joy. A beautiful sunset with yout loved ones will stay in the memories as you remember Phuket later.",5, November 2018
3147911,The best beach in Thailand - 2 mile long stretch of golden sand that's not completely covered in sun beds. Facing West so enjoys fantastic sunsets at 6.10pm - 6.40 pm depending on the time of year.,5, December 2018
3147918,Guess December is a right time to enjoy the white sand and amazing sea. The beach was not that crowded and we really enjoyed! Remember there are some planktons in the water and they can bite some time to time but still it was great!,5, December 2018
3147920,"We have been traveling around Thailand and not yet visited a beach on our trip. This is the first one that we have stumbled across, it's just like any other beach I suppose. We paid 200 baht for the sun loungers and grabbed 2 coconuts for 160 baht.There is people walking up and down asking if you want to buy anything from them which is annoying!There is also spots along the beach that have ski jets for hire or have a go on. Seemed expensive to me so I didn't use their service- 30mins 1600 baht for 2 people.At one point along the beach if you come from the lake side there is a row of cafes where the women in there shout you across the road to go and eat there which is also annoying.Other than that it was nice and clean.",4, December 2018
3147922,Watched sun set and then did morning  walk the next day. Quite popular Good for people watching.  Lots of swimmers,5, December 2018
3147923,this beach is fairly long but lacks any kind of cosy atmosphere there are some volley ball nets available for a quick game and there is a mini training area so someone has mad an effort but the traffic air pollution stench of open sewers and pooluted water bring it down this is now mainly a Russian area for tourists.   overpriced and poor quality goods.,2, December 2018
3147930,"Same-same. Recommend, if you like hot air in the room and cold water in the shower. Breakfast normal",5, December 2018
3147932,"if you want a bit more quieter than patong beach look no further, so peaceful, had 3 massages on the beach, lovely little bars and restaurants close by, brilliant day, sun loungers avaailabe",5, November 2018
3147933,Excellent beach with loungers availableSea cleanHumid in afternoonHot in sun feels like 35 degrees CGreat location plenty of roomShowers play areasExcellent street food market you can eat fantastic food very low prices with same for drinks. Try scorpion and worms etcJet ski hire Other sea extreme fun with speedboats etcDanger around these areas to swimmers not well marked off! Sad to see as in Europe this wouldn't happen.,5, December 2018
3147936,"While we were here we watched surf competitions that were held on the beach! It was great fun to watch men woman and children compete!The beach is busy with banana boats, jet skis rented as well as loads of places to buy food and drink! It was so hot when we visited, we had to find shade as the beach was too hot!Define this beach as busy and hip with something for everyone",4, December 2018
